DAUID,DGUID,LANDAREA,PRUID,X,Y
35201387,2021S051235201387,0.1226,35,622306.967300027,4837737.326875530
35201388,2021S051235201388,0.0803,35,622182.566688099,4837589.708120800
35201389,2021S051235201389,0.3255,35,621967.900138363,4837405.675116010
35201390,2021S051235201390,0.059,35,621701.664866462,4837505.328413050
35201391,2021S051235201391,0.2228,35,622148.213822644,4836865.924714670
35201393,2021S051235201393,0.3563,35,622540.137121562,4838154.098117450
35201394,2021S051235201394,0.1022,35,622926.685510485,4838063.216346010
35201395,2021S051235201395,0.057,35,622877.321890762,4838402.103461960
35201396,2021S051235201396,0.1198,35,623070.280244525,4837642.785566150
35201397,2021S051235201397,0.1647,35,622790.423688097,4837544.525122600
35201398,2021S051235201398,0.0458,35,623004.721019166,4837232.680909910
35201399,2021S051235201399,0.188,35,623802.297204788,4836323.659207980
35201400,2021S051235201400,0.0907,35,623942.358669078,4836478.102439620
35201401,2021S051235201401,0.1146,35,624038.565793286,4835931.085017120
35201402,2021S051235201402,0.0691,35,623944.206617473,4835696.737553210
35201403,2021S051235201403,0.0424,35,624165.992280012,4834886.838951300
35201404,2021S051235201404,0.0516,35,624286.970477506,4834897.452388690
35201405,2021S051235201405,0.0671,35,624341.933990534,4834587.418261510
35201406,2021S051235201406,0.1651,35,625068.971785066,4834630.792603930
35201407,2021S051235201407,0.1156,35,625597.426433660,4834005.497558370
35201408,2021S051235201408,0.0523,35,625845.311735356,4833304.805865190
35201409,2021S051235201409,0.0421,35,625785.900447335,4833193.589672920
35201410,2021S051235201410,0.0477,35,626136.131331531,4833818.680210420
35201411,2021S051235201411,0.1033,35,626530.145556482,4833668.249253090
35201412,2021S051235201412,0.0519,35,626687.952447415,4833730.246415060
35201413,2021S051235201413,0.0401,35,626824.632496876,4833797.023939800
35201414,2021S051235201414,0.045,35,627016.900004084,4833870.566195850
35201415,2021S051235201415,0.0303,35,626861.053250222,4834003.885166960
35201416,2021S051235201416,0.0248,35,626984.755003529,4834068.128006340
35201417,2021S051235201417,0.0363,35,626923.737800699,4834258.012046660
35201418,2021S051235201418,0.039,35,626736.083205909,4834231.344252560
35201419,2021S051235201419,0.0329,35,626729.567103421,4834029.867667310
35201420,2021S051235201420,0.0536,35,626666.238084870,4834418.683411710
35201421,2021S051235201421,0.0334,35,626853.881078333,4834474.780284580
35201422,2021S051235201422,0.08,35,627083.417076295,4834527.300894710
35201423,2021S051235201423,0.0417,35,627133.254978350,4834337.704947440
35201426,2021S051235201426,0.0569,35,627510.514908475,4834617.872042850
35201427,2021S051235201427,0.0371,35,627639.520856638,4834431.800817790
35201428,2021S051235201428,0.0486,35,627703.417886731,4834528.346591820
35201429,2021S051235201429,0.0433,35,627792.054919846,4834533.245645720
35201430,2021S051235201430,0.0496,35,627928.557370273,4834562.706913750
35201431,2021S051235201431,0.0292,35,627902.652423661,4834739.142570350
35201432,2021S051235201432,0.049,35,628123.887433117,4834615.597638250
35201433,2021S051235201433,0.0502,35,628222.253365364,4834645.876476600
35201434,2021S051235201434,0.049,35,628320.455774152,4834675.530764270
35201435,2021S051235201435,0.0496,35,628419.302052044,4834702.693606620
35201436,2021S051235201436,0.0771,35,628630.372832442,4834677.528721770
35201437,2021S051235201437,0.0582,35,628562.205580543,4834898.648778620
35201438,2021S051235201438,0.0405,35,628029.562114300,4834442.446309250
35201439,2021S051235201439,0.2131,35,627854.196301641,4833968.679655950
35201440,2021S051235201440,0.0715,35,627631.342424238,4833893.070548630
35201441,2021S051235201441,0.0416,35,627472.044017109,4834049.876205950
35201442,2021S051235201442,0.0767,35,627337.850716500,4833827.704508490
35201443,2021S051235201443,0.0392,35,627282.889237239,4834039.733005760
35201444,2021S051235201444,0.0291,35,627132.914769855,4834020.795191180
35201445,2021S051235201445,0.0429,35,627195.666456836,4834209.600307090
35201446,2021S051235201446,0.0191,35,627380.847858348,4834241.040440410
35201447,2021S051235201447,0.0388,35,627528.482428175,4834284.946795860
35201448,2021S051235201448,0.0391,35,627496.368494434,4833663.179318300
35201449,2021S051235201449,0.0436,35,627303.680388223,4833618.041018850
35201451,2021S051235201451,0.031,35,626953.784564056,4833562.308489390
35201452,2021S051235201452,0.0505,35,626825.621998710,4833496.753722400
35201459,2021S051235201459,0.0187,35,626507.951418337,4832691.304439760
35201460,2021S051235201460,0.099,35,626457.198142748,4832542.351480390
35201461,2021S051235201461,0.0129,35,626372.669484783,4832627.985651480
35201463,2021S051235201463,0.0363,35,626150.768184677,4832590.297335560
35201464,2021S051235201464,0.0331,35,626058.904493470,4832563.230417770
35201466,2021S051235201466,0.9455,35,624982.527920070,4832528.341055190
35201467,2021S051235201467,0.1355,35,624900.362022952,4833093.953341000
35201468,2021S051235201468,0.0628,35,625198.137458155,4833081.051206660
35201469,2021S051235201469,0.4377,35,622398.820105015,4833081.502117100
35201471,2021S051235201471,0.2218,35,623167.181326728,4833316.641769350
35201477,2021S051235201477,0.0644,35,622789.720693466,4833654.311827500
35201478,2021S051235201478,0.0523,35,622931.823165384,4833807.398212140
35201479,2021S051235201479,0.0492,35,622773.129867472,4833835.638900770
35201480,2021S051235201480,0.0569,35,622714.192565906,4834086.105348050
35201481,2021S051235201481,0.0425,35,622916.671227627,4834118.795781740
35201482,2021S051235201482,0.0992,35,622700.139614813,4834416.777553770
35201483,2021S051235201483,0.0842,35,622903.040650380,4834495.239297940
35201485,2021S051235201485,0.147,35,623174.710606071,4834105.027625040
35201486,2021S051235201486,0.052,35,623089.611798453,4833837.567620750
35201487,2021S051235201487,0.1064,35,622452.849400044,4834556.213498320
35201488,2021S051235201488,0.0934,35,622573.568167693,4834809.228310720
35201489,2021S051235201489,0.0769,35,622364.085685555,4834456.323375000
35201490,2021S051235201490,0.0548,35,622126.442184272,4834773.083532160
35201491,2021S051235201491,0.0595,35,622040.367995333,4834777.475527220
35201492,2021S051235201492,0.058,35,621828.353387013,4834745.019659260
35201493,2021S051235201493,0.1236,35,621736.219986769,4834683.983028070
35201494,2021S051235201494,0.1103,35,621747.378419454,4835049.658929430
35201495,2021S051235201495,0.5284,35,621231.364016718,4834654.090865350
35201496,2021S051235201496,0.4521,35,620995.102559834,4834555.626865400
35201497,2021S051235201497,0.1372,35,620631.562780526,4834166.051982960
35201498,2021S051235201498,0.1077,35,620444.291539541,4834616.126489200
35201499,2021S051235201499,0.1484,35,620166.594735529,4834686.631148400
35201500,2021S051235201500,0.1567,35,619947.249210480,4834445.447801690
35201501,2021S051235201501,0.1719,35,619940.566800011,4834895.635547680
35201502,2021S051235201502,0.2247,35,619452.054044566,4834532.777195190
35201503,2021S051235201503,0.1238,35,619628.982273584,4834427.912309130
35201504,2021S051235201504,0.1045,35,619777.909825198,4834194.064184220
35201505,2021S051235201505,0.2374,35,619632.117292617,4833880.093335810
35201506,2021S051235201506,0.198,35,620248.429132599,4834066.374821130
35201507,2021S051235201507,0.1942,35,619959.908761380,4833561.618981800
35201508,2021S051235201508,0.1679,35,620400.155317746,4833677.177601880
35201509,2021S051235201509,0.131,35,620522.876939183,4833327.106437390
35201510,2021S051235201510,0.1833,35,620130.014737751,4833189.118872000
35201511,2021S051235201511,0.2037,35,619790.386760658,4833029.222380990
35201512,2021S051235201512,0.2184,35,619552.176310404,4832797.850864850
35201513,2021S051235201513,0.1578,35,619963.605411890,4832528.779365070
35201514,2021S051235201514,0.171,35,620275.316789151,4832653.338717160
35201515,2021S051235201515,0.1776,35,620140.469297069,4832240.826808890
35201516,2021S051235201516,0.2246,35,620252.460822480,4831954.765889900
35201517,2021S051235201517,0.1775,35,619838.762663694,4831758.841607500
35201518,2021S051235201518,0.117,35,620032.681295815,4831482.414859980
35201519,2021S051235201519,0.1598,35,619567.119557382,4831245.271270570
35201520,2021S051235201520,0.3533,35,620215.099961405,4831121.548315390
35201521,2021S051235201521,0.1763,35,620450.832868016,4831581.236776230
35201522,2021S051235201522,0.1705,35,620723.803439228,4831269.302909480
35201523,2021S051235201523,0.1132,35,620746.506431985,4831671.054356800
35201524,2021S051235201524,0.1212,35,621043.510874656,4831750.422011720
35201525,2021S051235201525,0.1131,35,621204.591189813,4831483.931157340
35201526,2021S051235201526,0.6195,35,621949.051515497,4831655.985972570
35201532,2021S051235201532,0.1999,35,621094.354977256,4829925.827627660
35201541,2021S051235201541,0.122,35,621619.678419068,4829597.032284450
35201542,2021S051235201542,0.1154,35,621664.933091642,4829262.046754760
35201543,2021S051235201543,0.0792,35,621277.576740422,4829322.444778200
35201544,2021S051235201544,0.0798,35,621336.697718192,4829138.853602610
35201545,2021S051235201545,0.0814,35,621391.263290441,4828950.732623840
35201547,2021S051235201547,0.119,35,621204.173980215,4829551.127204780
35201548,2021S051235201548,0.0985,35,621539.885090563,4829851.730839500
35201552,2021S051235201552,0.077,35,620547.029146753,4828443.039796280
35201553,2021S051235201553,0.062,35,620294.520951157,4828375.951811170
35201554,2021S051235201554,0.096,35,620263.562679586,4828135.747939480
35201555,2021S051235201555,0.1016,35,620597.101751386,4828173.897100870
35201556,2021S051235201556,0.1639,35,620861.686867391,4828166.705787170
35201557,2021S051235201557,0.0373,35,621493.709129953,4828823.981105180
35201558,2021S051235201558,0.1008,35,620900.736685327,4828244.638405000
35201559,2021S051235201559,0.0737,35,621067.872213020,4828603.011862940
35201560,2021S051235201560,0.0715,35,620808.387495648,4828537.300646960
35201563,2021S051235201563,0.0635,35,619301.459981175,4827979.161383430
35201564,2021S051235201564,0.0822,35,619347.904297264,4828350.745114220
35201565,2021S051235201565,0.0647,35,619120.451601524,4828331.013839370
35201566,2021S051235201566,0.1114,35,618822.757474255,4828449.190951210
35201567,2021S051235201567,0.1089,35,618691.542343587,4828187.256883340
35201568,2021S051235201568,0.0863,35,618931.929789142,4828121.204789720
35201569,2021S051235201569,0.1134,35,618847.178876103,4827817.029549110
35201570,2021S051235201570,0.0654,35,619100.935600014,4827892.888375200
35201571,2021S051235201571,0.1222,35,619294.191721828,4827662.030316590
35201572,2021S051235201572,0.166,35,618973.653811027,4827468.026772150
35201573,2021S051235201573,0.0866,35,618593.867457383,4827447.280161210
35201574,2021S051235201574,0.0851,35,618305.624783275,4827555.553726330
35201575,2021S051235201575,0.1012,35,618554.925096911,4827746.268773250
35201576,2021S051235201576,0.245,35,618206.064120124,4827945.407691590
35201577,2021S051235201577,0.1069,35,618037.951580941,4827553.947511040
35201578,2021S051235201578,0.0872,35,617981.953407058,4827313.804756260
35201579,2021S051235201579,0.0994,35,617679.819986207,4827485.462191870
35201580,2021S051235201580,0.0543,35,617716.059924058,4827236.023264900
35201581,2021S051235201581,0.1055,35,617473.424109707,4827483.638096270
35201582,2021S051235201582,0.3568,35,617768.583928342,4826973.125014840
35201583,2021S051235201583,0.4391,35,616859.428083477,4828343.699898810
35201584,2021S051235201584,0.101,35,617387.601520128,4828086.951873040
35201585,2021S051235201585,0.0946,35,617082.952981340,4828283.872930370
35201586,2021S051235201586,0.0772,35,617366.064919118,4828391.631167130
35201587,2021S051235201587,0.1872,35,617180.891141938,4828715.930723960
35201588,2021S051235201588,0.0949,35,617550.933753344,4828840.837920790
35201589,2021S051235201589,0.145,35,617563.946038765,4829111.527988830
35201590,2021S051235201590,0.8274,35,617939.786175127,4828503.487809230
35201591,2021S051235201591,0.117,35,617474.884331465,4827841.919877010
35201592,2021S051235201592,0.1035,35,618296.362465255,4829085.991962700
35201593,2021S051235201593,0.4334,35,618653.835386331,4828851.512665850
35201594,2021S051235201594,0.0915,35,618387.437609837,4829382.563254040
35201595,2021S051235201595,0.4301,35,618595.424432460,4829637.121937480
35201596,2021S051235201596,0.154,35,618035.254843589,4829401.387517940
35201597,2021S051235201597,0.5105,35,618042.181013336,4830008.371041640
35201598,2021S051235201598,0.1211,35,617568.688809059,4829660.773263200
35201599,2021S051235201599,0.1267,35,617624.361151733,4829403.599919660
35201600,2021S051235201600,0.2382,35,617278.134772094,4829675.765613450
35201601,2021S051235201601,0.2082,35,616951.215307818,4829588.969508090
35201602,2021S051235201602,0.1203,35,617087.850786576,4829134.256679860
35201603,2021S051235201603,0.1231,35,616746.250884562,4829011.745383160
35201604,2021S051235201604,0.1299,35,616853.006303683,4828663.740819450
35201605,2021S051235201605,0.0967,35,616634.072752848,4829252.628193930
35201607,2021S051235201607,0.3012,35,616139.175573420,4831963.286034010
35201608,2021S051235201608,0.1166,35,615887.399836921,4831919.781882850
35201609,2021S051235201609,0.112,35,615725.194989010,4832189.505724780
35201610,2021S051235201610,0.4319,35,615335.836379518,4831669.331057950
35201611,2021S051235201611,0.1708,35,615140.881919160,4831842.676410910
35201612,2021S051235201612,0.1113,35,614897.693998105,4831595.256426720
35201613,2021S051235201613,0.0553,35,614778.920291372,4831789.423445440
35201614,2021S051235201614,0.1483,35,614741.403733926,4832001.551495070
35201615,2021S051235201615,0.1412,35,614436.704189591,4832029.297751480
35201616,2021S051235201616,0.1431,35,614704.905538839,4832406.964313950
35201617,2021S051235201617,0.3239,35,614255.473245273,4832138.576569330
35201620,2021S051235201620,0.1058,35,614597.203876484,4833137.285070280
35201621,2021S051235201621,0.0361,35,614197.430024854,4832918.660168390
35201622,2021S051235201622,0.128,35,614199.120382348,4833142.598491900
35201623,2021S051235201623,0.1193,35,613912.153477075,4833078.523462620
35201624,2021S051235201624,0.1143,35,613969.468614047,4833435.995454860
35201625,2021S051235201625,0.2179,35,614279.221983244,4833570.489874370
35201626,2021S051235201626,0.106,35,614577.116183481,4833560.397717400
35201627,2021S051235201627,0.1034,35,614483.931474514,4833897.256962090
35201629,2021S051235201629,0.0855,35,614912.338746811,4834150.445515790
35201630,2021S051235201630,0.1013,35,615101.432802528,4833966.812427230
35201631,2021S051235201631,0.2284,35,615324.131722971,4833717.256140450
35201632,2021S051235201632,0.0881,35,615094.469033946,4833511.845842040
35201634,2021S051235201634,0.1107,35,614888.546648509,4833353.344707330
35201635,2021S051235201635,0.1168,35,615186.097333855,4833154.953492520
35201636,2021S051235201636,0.1084,35,615406.585507554,4832947.858639600
35201641,2021S051235201641,0.235,35,615847.193303504,4833119.265372090
35201647,2021S051235201647,0.1939,35,616536.498598762,4833230.623093010
35201648,2021S051235201648,0.1636,35,616788.064665739,4833296.288935230
35201649,2021S051235201649,0.1675,35,616845.400929933,4833657.645591710
35201650,2021S051235201650,0.11,35,617144.067882766,4833212.629351070
35201652,2021S051235201652,0.2494,35,617499.143062777,4833210.405282100
35201653,2021S051235201653,0.1959,35,617523.968330994,4833857.463449700
35201654,2021S051235201654,0.1586,35,617777.903774298,4833652.650221900
35201656,2021S051235201656,0.132,35,617903.809803583,4833255.937118740
35201657,2021S051235201657,0.215,35,617739.821635605,4832745.229012520
35201658,2021S051235201658,0.1629,35,617351.733304954,4832685.189096910
35201659,2021S051235201659,0.1489,35,616990.075998353,4832541.315615970
35201660,2021S051235201660,0.1432,35,617002.442026018,4832948.684950550
35201661,2021S051235201661,0.1741,35,616629.520347762,4832400.267604880
35201662,2021S051235201662,0.2414,35,617300.579342385,4832210.651188470
35201663,2021S051235201663,3.5715,35,617895.880401037,4831326.765823040
35201664,2021S051235201664,1.0865,35,618767.100188339,4832666.533994970
35201665,2021S051235201665,0.9501,35,619103.937262710,4831690.236694750
35201666,2021S051235201666,0.1883,35,619627.075634707,4832272.415712980
35201667,2021S051235201667,0.4823,35,619339.394248019,4830870.681483990
35201670,2021S051235201670,0.2035,35,619767.161243818,4828937.605826920
35201672,2021S051235201672,0.077,35,619858.609993062,4828516.966496860
35201673,2021S051235201673,0.0768,35,619607.784159428,4828435.444568950
35201674,2021S051235201674,0.2356,35,619351.171873315,4828720.639782140
35201675,2021S051235201675,0.1444,35,619011.785534425,4833188.385796130
35201676,2021S051235201676,0.2373,35,619423.919779514,4833358.338204320
35201690,2021S051235201690,0.2585,35,619131.015944407,4834315.831359960
35201691,2021S051235201691,0.6117,35,618276.673559086,4834560.174709120
35201692,2021S051235201692,0.3255,35,618967.443109945,4834770.686240180
35201693,2021S051235201693,0.388,35,618763.291019695,4835282.371477480
35201694,2021S051235201694,0.2309,35,619349.614813092,4835234.782668490
35201695,2021S051235201695,0.0538,35,619324.566347834,4835647.656513910
35201696,2021S051235201696,0.8123,35,619840.682881652,4836043.549649580
35201697,2021S051235201697,0.1846,35,619441.811321819,4836099.686705530
35201698,2021S051235201698,0.0909,35,619105.550993359,4835817.145841030
35201699,2021S051235201699,0.2549,35,619021.124247597,4836277.937177360
35201700,2021S051235201700,0.281,35,618654.608644388,4835768.151252220
35201701,2021S051235201701,0.344,35,618079.199398102,4835648.922567170
35201702,2021S051235201702,0.1795,35,618350.663919030,4835136.774730260
35201703,2021S051235201703,0.2468,35,617835.460158648,4835038.392398980
35201704,2021S051235201704,0.2643,35,617639.235970063,4835491.501482170
35201705,2021S051235201705,0.1577,35,617243.969399616,4835383.136163750
35201706,2021S051235201706,0.2186,35,616866.320995513,4835432.129804520
35201707,2021S051235201707,0.318,35,616681.000059524,4835146.395622860
35201708,2021S051235201708,0.2127,35,616521.931110895,4835673.414171580
35201709,2021S051235201709,0.099,35,615996.408193543,4835678.399317810
35201710,2021S051235201710,0.1542,35,615901.759514905,4836056.127219730
35201711,2021S051235201711,0.3195,35,616269.333766742,4836143.974507100
35201712,2021S051235201712,0.1335,35,616563.640797404,4836351.793010610
35201713,2021S051235201713,0.2243,35,616278.691162896,4836642.221201350
35201714,2021S051235201714,0.1439,35,616644.090746578,4836826.588704720
35201717,2021S051235201717,0.1278,35,616478.816493576,4837399.153848350
35201718,2021S051235201718,0.1729,35,616746.546718241,4837586.336641790
35201719,2021S051235201719,0.2159,35,616292.083746126,4837723.888145670
35201720,2021S051235201720,0.2186,35,615950.318568330,4838032.665051740
35201721,2021S051235201721,0.0548,35,615880.719081251,4837727.105078180
35201722,2021S051235201722,0.0967,35,615658.419762759,4837535.248411340
35201723,2021S051235201723,0.0524,35,615791.012852742,4837289.701511280
35201724,2021S051235201724,0.1031,35,615976.937464011,4837457.565325350
35201725,2021S051235201725,0.301,35,616084.671491438,4837070.271234800
35201726,2021S051235201726,0.1152,35,615494.418583497,4837204.748354130
35201728,2021S051235201728,0.0696,35,615633.432957581,4836831.867269550
35201730,2021S051235201730,0.1259,35,615661.382597453,4836341.857651090
35201731,2021S051235201731,0.2898,35,615322.614529330,4835396.835953850
35201732,2021S051235201732,0.1678,35,615565.984839776,4835107.498225350
35201734,2021S051235201734,0.153,35,615990.359772046,4834785.868681790
35201735,2021S051235201735,0.049,35,615670.745848375,4834787.018621820
35201736,2021S051235201736,0.0769,35,615716.106460324,4834337.466440020
35201737,2021S051235201737,0.1487,35,616009.531041238,4834270.916534840
35201738,2021S051235201738,0.1745,35,616300.808016235,4834169.870033530
35201739,2021S051235201739,0.1626,35,616321.024539860,4834460.299488500
35201740,2021S051235201740,0.1725,35,616647.176334457,4834470.614894640
35201741,2021S051235201741,0.1662,35,616727.604514958,4833970.399943400
35201744,2021S051235201744,0.1881,35,615639.909847819,4833764.884766150
35201748,2021S051235201748,0.0937,35,615261.612206057,4834503.379987970
35201749,2021S051235201749,0.1484,35,614825.931679191,4834364.758593040
35201750,2021S051235201750,0.1942,35,614906.256987834,4834818.088201620
35201751,2021S051235201751,0.0708,35,614650.615020134,4834552.153548910
35201752,2021S051235201752,0.0766,35,614497.622684225,4834632.400071320
35201753,2021S051235201753,0.1269,35,614482.014776593,4834965.643132540
35201754,2021S051235201754,0.0801,35,614667.351637319,4835192.190743590
35201755,2021S051235201755,0.1771,35,614509.386987412,4835475.343316680
35201756,2021S051235201756,0.1756,35,614838.916247399,4835629.386627010
35201757,2021S051235201757,0.1118,35,614702.257358547,4835979.150168450
35201758,2021S051235201758,0.7224,35,614544.756914749,4836266.874063370
35201759,2021S051235201759,0.2201,35,614288.879794337,4835593.819967910
35201760,2021S051235201760,0.0945,35,614021.934077165,4835184.936458590
35201761,2021S051235201761,0.0811,35,614118.630924589,4834938.282908750
35201762,2021S051235201762,2.8475,35,613470.774833051,4834285.452682040
35201779,2021S051235201779,0.5199,35,615060.055986894,4837342.744244500
35201781,2021S051235201781,0.1108,35,615359.217253707,4837488.796688020
35201782,2021S051235201782,0.0413,35,615117.704144362,4837471.725492970
35201783,2021S051235201783,0.0693,35,615171.880185748,4837738.113541420
35201784,2021S051235201784,0.0977,35,615301.280194795,4837911.482057590
35201785,2021S051235201785,0.0842,35,615525.771408883,4837924.085400150
35201786,2021S051235201786,0.125,35,615538.361172869,4838240.195498970
35201787,2021S051235201787,0.181,35,615624.614016380,4838549.109456600
35201788,2021S051235201788,0.196,35,615970.663221690,4838562.490316080
35201789,2021S051235201789,0.1084,35,615914.885266690,4838976.993144980
35201790,2021S051235201790,0.0748,35,615787.608193884,4839099.793004920
35201791,2021S051235201791,0.1737,35,615681.695907490,4839118.932358430
35201792,2021S051235201792,0.126,35,616177.375860271,4839465.088142200
35201793,2021S051235201793,0.1209,35,616455.666847339,4839578.619864130
35201802,2021S051235201802,0.1503,35,616254.653505145,4838290.759391710
35201803,2021S051235201803,0.1218,35,616616.383472005,4838203.003892510
35201804,2021S051235201804,0.1272,35,616830.202735376,4837881.152289780
35201805,2021S051235201805,0.1825,35,617159.701761636,4838014.842347110
35201806,2021S051235201806,0.2399,35,617326.903967986,4837819.243905330
35201807,2021S051235201807,0.2553,35,617077.508782635,4838444.778919100
35201816,2021S051235201816,0.1984,35,616741.354051395,4839749.524956600
35201817,2021S051235201817,0.4131,35,616383.041756577,4840060.899687200
35201818,2021S051235201818,0.3067,35,617055.488973479,4840925.933063660
35201819,2021S051235201819,0.0965,35,616816.450973404,4841135.626958320
35201820,2021S051235201820,0.135,35,617158.607338418,4841235.528873180
35201822,2021S051235201822,0.1624,35,616454.362802964,4841710.200142670
35201823,2021S051235201823,0.1557,35,616616.634271606,4841994.484772110
35201824,2021S051235201824,0.1432,35,616461.759948572,4842159.455728820
35201825,2021S051235201825,0.3542,35,616377.772119056,4842539.814317020
35201826,2021S051235201826,0.0683,35,616195.355035406,4842280.322730180
35201827,2021S051235201827,0.1251,35,615867.492135155,4842111.967383820
35201828,2021S051235201828,0.0924,35,615765.126110369,4842370.490027620
35201829,2021S051235201829,0.1442,35,615489.075941917,4842088.908879650
35201830,2021S051235201830,0.127,35,615197.044199971,4841967.828261640
35201831,2021S051235201831,0.1106,35,615478.056570590,4841738.774278010
35201832,2021S051235201832,0.059,35,615321.524679841,4841494.582431390
35201833,2021S051235201833,0.0979,35,615603.529971902,4841443.500480420
35201834,2021S051235201834,0.1384,35,615553.087846322,4841123.873483610
35201835,2021S051235201835,0.1976,35,615955.669746018,4841289.604004930
35201838,2021S051235201838,0.1359,35,616055.098358770,4841760.506033590
35201839,2021S051235201839,0.0995,35,615786.735556570,4841730.824730680
35201840,2021S051235201840,1.1409,35,614784.979298016,4841439.539174040
35201841,2021S051235201841,0.1259,35,615183.191842107,4842337.224500690
35201842,2021S051235201842,0.1431,35,614745.385869736,4842286.165444140
35201843,2021S051235201843,0.093,35,615008.687605467,4842581.739792650
35201844,2021S051235201844,0.1377,35,614928.577769551,4842913.619009870
35201845,2021S051235201845,0.1349,35,615305.964807311,4842808.658361400
35201846,2021S051235201846,0.3922,35,615290.788944277,4843051.929133490
35201847,2021S051235201847,0.1029,35,614976.041862132,4843186.446773870
35201848,2021S051235201848,0.0862,35,615405.718451848,4842551.089530070
35201849,2021S051235201849,0.07,35,614633.181312910,4842847.739080430
35201850,2021S051235201850,0.1102,35,614500.199479789,4842479.907180410
35201851,2021S051235201851,0.2645,35,614259.541950480,4842769.884506220
35201852,2021S051235201852,0.3727,35,614096.086375456,4843000.196461480
35201853,2021S051235201853,0.0589,35,613978.342613401,4843231.155340900
35201854,2021S051235201854,0.3542,35,613825.798612836,4843469.586736380
35201855,2021S051235201855,0.0827,35,613888.609184945,4843723.164773430
35201856,2021S051235201856,0.2182,35,614047.580801825,4843826.960203060
35201857,2021S051235201857,0.0826,35,614505.116628632,4843710.166688080
35201858,2021S051235201858,0.1036,35,614489.182480030,4844047.368294640
35201859,2021S051235201859,0.1597,35,614866.275924070,4844018.784616680
35201860,2021S051235201860,0.3055,35,614694.870214444,4844422.103214510
35201861,2021S051235201861,0.1133,35,614909.260741330,4844316.185982920
35201862,2021S051235201862,0.179,35,615256.502506053,4843974.215321210
35201863,2021S051235201863,0.3706,35,615252.693428525,4843460.157115950
35201864,2021S051235201864,0.0743,35,614696.770531208,4843678.519714680
35201868,2021S051235201868,0.4263,35,616203.425269671,4844512.530278190
35201869,2021S051235201869,0.0726,35,616008.316681189,4844647.229728790
35201872,2021S051235201872,0.1211,35,615864.118829591,4845059.583080920
35201874,2021S051235201874,0.1117,35,615550.661951465,4845084.070362910
35201875,2021S051235201875,0.1116,35,615365.953698987,4844978.275376220
35201876,2021S051235201876,0.1139,35,615673.694774696,4844643.334891240
35201877,2021S051235201877,0.0739,35,615195.767970895,4845315.657149250
35201879,2021S051235201879,0.0729,35,614736.976649787,4845761.063968210
35201880,2021S051235201880,0.3136,35,614354.471062656,4845698.346927370
35201881,2021S051235201881,0.1091,35,614717.854261798,4845959.322783910
35201882,2021S051235201882,0.1728,35,614955.768731038,4845994.969236740
35201883,2021S051235201883,0.0762,35,615222.901974451,4845913.437133170
35201884,2021S051235201884,0.065,35,615493.964313495,4845705.511543330
35201885,2021S051235201885,0.0835,35,615368.793826119,4845483.939708730
35201886,2021S051235201886,0.1249,35,615700.435820090,4845407.516942550
35201887,2021S051235201887,0.0486,35,615881.657792438,4845459.360757960
35201888,2021S051235201888,0.2732,35,616217.292993554,4845324.773311020
35201889,2021S051235201889,0.3408,35,615602.374918893,4845965.751335430
35201890,2021S051235201890,4.902,35,616901.443157022,4846403.147057830
35201892,2021S051235201892,0.0568,35,616714.783128984,4845059.036534110
35201893,2021S051235201893,0.093,35,616949.237468715,4844882.807584550
35201894,2021S051235201894,0.0795,35,616643.480134556,4844789.019366670
35201895,2021S051235201895,0.2458,35,617024.735236691,4844511.659781440
35201896,2021S051235201896,0.0648,35,617074.131188596,4844657.400054830
35201900,2021S051235201900,1.5849,35,618103.703238552,4844578.581650230
35201901,2021S051235201901,0.0619,35,617662.173793356,4844463.718309660
35201902,2021S051235201902,0.0426,35,617557.384747047,4844526.100405710
35201903,2021S051235201903,0.3127,35,617201.027670465,4844122.504235680
35201904,2021S051235201904,0.1068,35,617343.869797637,4843978.162616440
35201905,2021S051235201905,0.0976,35,617658.432377523,4844061.599175310
35201906,2021S051235201906,0.1173,35,617882.689068783,4843732.279609610
35201907,2021S051235201907,0.1226,35,617691.750537016,4843630.940417200
35201908,2021S051235201908,0.1246,35,617371.471146772,4843619.875355410
35201909,2021S051235201909,0.2989,35,617159.213112992,4843388.682169520
35201912,2021S051235201912,0.0546,35,616959.994599256,4842745.806751580
35201913,2021S051235201913,0.457,35,617627.421379982,4842599.131596870
35201914,2021S051235201914,0.0635,35,617714.374926706,4841893.627974700
35201915,2021S051235201915,0.1171,35,617957.883153524,4842112.866048680
35201919,2021S051235201919,0.4222,35,617880.906060690,4841409.726044040
35201920,2021S051235201920,0.5894,35,618241.947652482,4840879.868092730
35201935,2021S051235201935,0.1405,35,619435.860207975,4840650.273987160
35201936,2021S051235201936,0.1308,35,619200.757533454,4840833.968839350
35201937,2021S051235201937,0.1279,35,618851.494653533,4840895.342907030
35201938,2021S051235201938,0.2198,35,618815.576186293,4840503.254138680
35201939,2021S051235201939,0.8564,35,619666.868986411,4841192.353062560
35201940,2021S051235201940,0.1544,35,619801.168761288,4840736.984201780
35201950,2021S051235201950,0.1548,35,620824.253921318,4841042.027394290
35201951,2021S051235201951,0.1978,35,621296.915192615,4841108.053023860
35201952,2021S051235201952,0.2403,35,621247.448670940,4841476.329874730
35201953,2021S051235201953,0.1413,35,620764.397815055,4841364.564253680
